date_p,Peff,val_calc_ngf
1970-01-01,1.5430844858096775,93.14285714285714
1970-02-01,4.8143557545,97.05
1970-03-01,1.9246710864193548,99.47142857142856
1970-04-01,1.7382727790666666,98.03333333333335
1970-05-01,1.7610791496774194,96.05
1970-06-01,0.2240871614,93.45
1970-07-01,0.1159312011516129,90.41666666666667
1970-08-01,0.12879041612903225,88.39999999999999
1970-09-01,0.3407160683666667,86.93333333333334
1970-10-01,0.24192214109677418,85.86666666666667
1970-11-01,0.8597267714333334,85.60000000000001
1970-12-01,0.5853830109677419,87.51666666666667
1971-01-01,1.3123547996774194,87.09
1971-02-01,0.5365071614285715,89.4025
1971-03-01,0.37910075086451617,91.284
1971-04-01,0.10332875333333334,90.6525
1971-05-01,0.19733074451612903,89.324
1971-06-01,0.7690448646666667,89.055
1971-07-01,0.05509518841935484,86.93
1971-08-01,0.13834057890322582,84.168
1971-09-01,0.0264095835,82.5775
1971-10-01,0.15321924480645163,81.765
1971-11-01,1.0908111707766668,82.30199999999999
1971-12-01,0.1750023692903226,86.07
1972-01-01,1.0353997158387096,88.33903225806452
1972-02-01,1.0984245168965519,90.34896551724138
1972-03-01,0.6421523751612903,91.70354838709677
1972-04-01,0.6563266059333334,91.461
1972-05-01,0.4066898793548387,89.94451612903225
1972-06-01,0.10719896833333334,87.50666666666666
1972-07-01,1.0568048654964517,86.40741935483871
1972-08-01,2.0815474987096776,88.62935483870967
1972-09-01,0.23019745900000002,91.128
1972-10-01,0.06770872374193548,91.40354838709678
1972-11-01,1.6086161244336667,91.15766666666667
1972-12-01,0.26359060300000003,93.5525806451613
1973-01-01,0.8927627188129033,93.15322580645162
1973-02-01,1.8475484846428571,93.20892857142857
1973-03-01,0.08486911612903227,93.72806451612904
1973-04-01,0.3319319594,92.62433333333334
1973-05-01,0.37131106202580644,93.21354838709676
1973-06-01,0.06417592153,91.96733333333333
1973-07-01,0.04218790676451613,88.27935483870968
1973-08-01,0.038157568496774194,85.6741935483871
1973-09-01,0.048612253349999995,84.02933333333334
1973-10-01,0.3042217783225806,84.74677419354839
1973-11-01,0.8899486656666667,87.23133333333334
1973-12-01,2.550571943548387,89.63903225806452
1974-01-01,1.0434339935483872,92.21677419354837
1974-02-01,1.165336629,93.58714285714287
1974-03-01,1.6692970879354838,93.9144827586207
1974-04-01,0.07973438733333334,93.85888888888888
1974-05-01,0.10521552612903226,91.67387096774193
1974-06-01,0.117552761274,88.13000000000001
1974-07-01,0.1843311751612903,85.97967741935483
1974-08-01,0.09962132580645161,84.519
1974-09-01,0.5059202484,83.1652
1974-10-01,3.4571897999999996,85.36999999999999
1974-11-01,2.3074449516666666,90.29366666666667
1974-12-01,1.9172607448387096,93.0641935483871
1975-01-01,1.9665154693870968,94.09774193548388
1975-02-01,0.263094008,94.73214285714286
1975-03-01,1.2682111248387096,94.43032258064517
1975-04-01,0.932929694,94.02966666666666
1975-05-01,0.5177358696774194,92.7783870967742
1975-06-01,0.16188456076666666,90.37724137931035
1975-07-01,0.028068344999999998,89.02555555555556
1975-08-01,0.14937761077419354,86.16935483870968
1975-09-01,0.5584488516333332,84.69533333333334
1975-10-01,0.3695608282903226,84.39838709677419
1975-11-01,1.5516562480666667,85.0
1975-12-01,0.5817708841935484,87.93193548387096
1976-01-01,0.7054958828709678,89.48193548387097
1976-02-01,1.2900775179310344,90.17103448275863
1976-03-01,0.3193489306451613,90.85387096774193
1976-04-01,0.1446070222666667,89.80933333333334
1976-05-01,0.009157588612903226,86.98483870967742
1976-06-01,0.010914881,84.00533333333333
1976-07-01,0.03439990583870967,81.69541666666667
1976-08-01,5.96722235483871e-05,79.63827586206898
1976-09-01,0.17352819313,78.60433333333334
1976-10-01,0.6962349325161291,78.316
1976-11-01,1.830983003166667,80.38206896551723
1976-12-01,1.798557451612903,84.27677419354839
1977-01-01,2.3335485182988576,87.29366666666667
1977-02-01,3.8489579978571427,90.32285714285715
1977-03-01,0.8831564007419355,93.66709677419354
1977-04-01,0.95401558,93.57666666666667
1977-05-01,0.5063535586774193,92.77233333333334
1977-06-01,0.5921046339699999,90.54433333333333
1977-07-01,0.3394963137935484,87.00129032258064
1977-08-01,0.31567010316129035,85.08689655172414
1977-09-01,0.04065632766666667,84.03551724137932
1977-10-01,0.13695686067741936,83.096
1977-11-01,1.1326987011666667,84.11033333333333
1977-12-01,1.1481368377419354,86.88290322580644
1978-01-01,1.6166293633870967,89.3242105263158
1978-02-01,2.013770290357143,94.29833333333333
1978-03-01,3.1104930908064516,95.66612903225807
1978-04-01,0.6704062933333332,97.36933333333333
1978-05-01,1.736741480967742,96.42354838709677
1978-06-01,0.45128445533333333,95.22399999999999
1978-07-01,1.4737347217096772,94.01806451612903
1978-08-01,0.13462707322580647,92.62774193548387
1978-09-01,0.11527003334666668,90.3425
1978-10-01,0.05898760493548386,87.71774193548387
1978-11-01,0.0583633962,86.12433333333334
1978-12-01,2.0089282612903228,86.07483870967742
1979-01-01,1.0908424274193547,90.61258064516129
1979-02-01,2.6228186374642855,94.65392857142857
1979-03-01,3.500741927516129,96.45935483870969
1979-04-01,1.3381725336666668,97.79892857142856
1979-05-01,0.9907124187741936,96.4
1979-06-01,0.22564457966666668,94.72133333333333
1979-07-01,0.004257486290322581,92.10903225806452
1979-08-01,0.15052727432258065,88.54516129032258
1979-09-01,0.04432439133333334,86.64433333333334
1979-10-01,0.4320053020322581,85.54451612903226
1979-11-01,1.7589217840000002,87.24068965517242
1979-12-01,3.357146398580645,90.18387096774192
1980-01-01,1.8277613458064517,93.72064516129032
1980-02-01,1.9657790351724136,95.84275862068965
1980-03-01,1.4895978103225807,96.13290322580644
1980-04-01,0.17325846633333333,95.60066666666667
1980-05-01,0.22192193903225807,94.02
1980-06-01,0.5646516091200001,91.01166666666667
1980-07-01,2.3307150196774193,90.35612903225807
1980-08-01,0.16524467193548387,90.08838709677418
1980-09-01,0.08503443413333334,88.17866666666667
1980-10-01,0.7123017084516129,86.77161290322582
1980-11-01,1.3180395613333333,88.34966666666668
1980-12-01,2.1337041387096773,91.48903225806451
1981-01-01,2.1395061942580647,95.0141935483871
1981-02-01,1.5911857232142856,96.97285714285714
1981-03-01,2.888586866451613,97.11
1981-04-01,0.3698768886666667,96.81166666666667
1981-05-01,0.5370111625806451,95.02709677419355
