date_p,Peff,val_calc_ngf
1970-05-01,0.5575748406451612,69.34
1970-06-01,0.19636973151999998,70.06666666666666
1970-07-01,0.22133847748387098,69.555
1970-08-01,0.07184186948387097,68.53999999999999
1970-09-01,0.30865812033333334,67.42
1970-10-01,0.1258053220967742,66.365
1970-11-01,0.6710372516333333,65.245
1970-12-01,0.22929384774193548,64.33500000000001
1971-01-01,1.0529767694516128,63.769999999999996
1971-02-01,0.6677054699357143,63.39
1971-03-01,0.46247801483870965,63.230000000000004
1971-04-01,0.21618413093333333,63.135000000000005
1971-05-01,0.1521294455483871,62.9
1971-06-01,1.0578670441333333,62.61
1971-07-01,0.07171689292258066,62.28
1971-08-01,0.35318063483870965,62.04
1971-09-01,0.044614315333333335,61.815
1971-10-01,0.042276203287096775,61.57
1971-11-01,0.6420848290333333,61.32
1971-12-01,0.13798135441935486,61.085
1972-01-01,1.0216516588709676,60.985
1972-02-01,0.8015582175862069,60.985
1972-03-01,0.6906902225806452,61.185
1972-04-01,1.1582405059333332,61.70333333333334
1972-05-01,0.7835679974193548,61.959999999999994
1972-06-01,0.7979275186666667,61.974999999999994
1972-07-01,0.21584923967741937,61.81
1972-08-01,0.18576156538709676,61.505
1972-09-01,0.2066524838,61.205
1972-10-01,0.01322687058064516,60.81
1972-11-01,1.2022469621433334,60.55666666666667
1972-12-01,0.578290324516129,60.67
1973-01-01,0.330606236967742,61.11
1973-02-01,1.130704204892857,61.525
1973-03-01,0.11135233225806453,62.155
1973-04-01,0.777749559,62.735
1973-05-01,0.7226757727096774,62.873333333333335
1973-06-01,0.22492355333333333,62.845
1973-07-01,0.14195603071935484,62.67
1973-08-01,0.006440688161290322,62.205
1973-09-01,0.40245889273333335,61.7
1973-10-01,0.46305149322580647,61.16
1973-11-01,0.2909343933333333,60.795
1973-12-01,0.6496552131935484,60.53
1974-01-01,1.053581641935484,60.4775
1974-02-01,1.3270799832857143,60.995
1974-03-01,1.1884946758064516,61.805
1974-04-01,0.07890771466666667,62.47
1974-05-01,0.10919137967741935,62.974999999999994
1974-06-01,0.3674580373333333,63.05666666666667
1974-07-01,0.22938111516129034,62.678333333333335
1974-08-01,0.2085740655483871,62.3
1974-09-01,1.382661956,61.94
1974-10-01,3.115354417419355,61.85
1974-11-01,3.4685236163333335,62.685
1974-12-01,2.383804630548387,64.57666666666667
1975-01-01,2.1416825336774195,66.995
1975-02-01,0.5883653007857143,68.49000000000001
1975-03-01,2.330047877419355,69.325
1975-04-01,0.8471556266666667,69.49000000000001
1975-05-01,0.5840948593548387,69.57666666666667
1975-06-01,0.219714899,69.21000000000001
1975-07-01,0.4416964393548387,68.21
1975-08-01,0.16041251193548386,67.0
1975-09-01,0.9103285985933333,66.035
1975-10-01,0.08777277767741937,65.285
1975-11-01,1.777446163,64.63
1975-12-01,0.7259434930967742,64.09333333333333
1976-01-01,0.5590452829032259,63.82
1976-02-01,1.2575695565517242,63.685
1976-03-01,0.42104298870967743,63.620000000000005
1976-04-01,0.09357859333333333,63.595
1976-05-01,0.06705498786774194,63.425
1976-06-01,0.0010084059333333333,62.955
1976-07-01,0.0009288183774193548,62.43
1976-08-01,1.3884146129032258e-05,62.055
1976-09-01,0.10570433339299999,61.599999999999994
1976-10-01,0.4025403709096774,61.285
1976-11-01,1.0180624143333334,60.955
1976-12-01,1.2516278571935484,60.7
1977-01-01,1.4891066129032258,60.577999999999996
1977-02-01,1.8258477392857142,60.5975
1977-03-01,1.0736217058064517,60.825
1977-04-01,0.5852755058333333,61.224000000000004
1977-05-01,1.544409412903226,61.605000000000004
1977-06-01,1.0276693893333333,61.8125
1977-07-01,0.36549432483870964,61.92
1977-08-01,0.07512290958064517,61.76
1977-09-01,0.030118481239999998,61.362
1977-10-01,0.15680016706451613,60.9225
1977-11-01,1.8381398262666666,60.644999999999996
1977-12-01,1.1279806435483872,60.634
1978-01-01,1.920872276064516,61.035
1978-02-01,1.0246489028571428,61.9375
1978-03-01,1.6584025167741936,63.144000000000005
1978-04-01,1.634192339,64.745
1978-05-01,0.9524140451612904,65.965
1978-06-01,0.4323933853333333,66.24199999999999
1978-07-01,0.4239547519354839,66.0625
1978-08-01,0.04523846732258065,65.6475
1978-09-01,0.13817912970666668,64.958
1978-10-01,0.007879946451612904,64.22
1978-11-01,0.0231035506,63.655
1978-12-01,1.2225366535903226,63.112
1979-01-01,0.7139750106451612,62.745000000000005
1979-02-01,1.4545868914285713,63.0
1979-03-01,2.7673830856774195,64.22
1979-04-01,0.6684974801333332,65.89750000000001
1979-05-01,1.2994658080645163,66.70750000000001
1979-06-01,1.0622322216666666,66.88
1979-07-01,0.03552978903225806,66.5225
1979-08-01,0.5676925822580645,65.86800000000001
1979-09-01,0.03799428526666667,65.14666666666666
1979-10-01,0.27832540664516126,64.46000000000001
1979-11-01,1.7118047383333335,63.91799999999999
1979-12-01,3.069365703548387,63.8975
1980-01-01,1.1509882906193547,64.63
1980-02-01,1.8437909124827585,66.178
1980-03-01,3.0858431096774193,67.6575
1980-04-01,0.5302651326666666,68.2725
1980-05-01,0.33195356839999995,68.598
1980-06-01,0.4887584806666666,68.295
1980-07-01,1.8778560651354839,67.77666666666667
1980-08-01,0.45368156193548387,67.29333333333334
1980-09-01,0.18572925333333334,66.81
1980-10-01,1.359878625483871,66.44999999999999
1980-11-01,0.9146965978,65.9425
1980-12-01,1.9844254429032258,65.645
1981-01-01,1.7399717170096776,66.626
1981-02-01,0.939241304642857,68.9325
1981-03-01,2.644561697580645,69.936
1981-04-01,0.5005032708666667,70.3475
1981-05-01,1.0971298967741936,70.2725
1981-06-01,1.3924131813333331,69.518
1981-07-01,0.2467380554483871,68.49
